-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
101443574,  State-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, <=50K
-2068428138,  Self-emp-not-inc, Prof-school, Widowed, United-States, White, 40<..<80, 9****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, >50K
-790909447,  State-gov, Assoc-acdm, Never-married, United-States, White, 0<..<40, 2****, Not-in-family, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Other-relative, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 40<..<80, 8****, Unmarried, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 7****, Own-child, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 5****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 1****, Wife, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, <=50K
-1170290870,  Private, Masters, Married-civ-spouse, Iran, White, 40<..<80, 2****, Husband, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, >50K
-947557886,  Private, Masters, Married-civ-spouse, Philippines, Asian-Pac-Islander, 0<..<40, 9****, Husband, Male, <=50K
3191296,  Local-gov, Masters, Never-married, United-States, White, 40<..<80, 3****, Not-in-family, Female, <=50K
1576600017,  Private, HS-grad, Married-civ-spouse, United-States, Asian-Pac-Islander, 0<..<40, ****, Own-child, Female, <=50K
2010287719,  Private, 9th, Married-civ-spouse, United-States, Black, 0<..<40, 3****, Wife, Female, >50K
-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 6****, Own-child, Male, <=50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, >50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 0<..<40, 7****, Own-child, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 2****, Own-child, Male, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Wife, Female, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
654599391,  Private, Doctorate, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
633877510,  Private, HS-grad, Never-married, Mexico, Other, 0<..<40, 4****, Other-relative, Male, <=50K
98641614,  Self-emp-not-inc, HS-grad, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
294374391,  Private, HS-grad, Married-civ-spouse, United-States, Black, 40<..<80, 4****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
-1652037660,  Self-emp-not-inc, Prof-school, Never-married, United-States, White, 40<..<80, ****, Not-in-family, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 6****, Not-in-family, Female, >50K
1013321036,  Local-gov, HS-grad, Widowed, United-States, White, 40<..<80, ****, Not-in-family, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Male, <=50K
-1681241384,  Federal-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, >50K
-1111406666,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, Asian-Pac-Islander, 40<..<80, 8****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
1444839391,  Private, HS-grad, Married-civ-spouse, Philippines, Asian-Pac-Islander, 0<..<40, 5****, Own-child, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Wife, Female, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 5****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-772559744,  Self-emp-inc, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Own-child, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
2067453836,  State-gov, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
-1610341567,  Private, HS-grad, Never-married, Mexico, White, 0<..<40, 6****, Other-relative, Male, >50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 5****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Own-child, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Female, <=50K
821788809,  State-gov, Prof-school, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
769878733,  Local-gov, Masters, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 7****, Not-in-family, Female, <=50K
313926234,  State-gov, 7th-8th, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, >50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 1****, Unmarried, Female, <=50K
-403795108,  State-gov, Some-college, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, 7****, Not-in-family, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 5****, Own-child, Female, <=50K
758778184,  Federal-gov, HS-grad, Never-married, United-States, White, 40<..<80, ****, Own-child, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, ****, Not-in-family, Female, <=50K
209709003,  Private, Assoc-voc, Divorced, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
78925060,  State-gov, Masters, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, >50K
381296755,  Federal-gov, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 8****, Wife, Female, >50K
-1610341567,  Private, HS-grad, Never-married, Mexico, White, 0<..<40, 9****, Other-relative, Male, <=50K
359220934,  Private, Bachelors, Married-civ-spouse, Philippines, Asian-Pac-Islander, 40<..<80, 7****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, 5****, Unmarried, Female, >50K
-772559744,  Self-emp-inc, HS-grad, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, >50K
751610267,  Federal-gov, HS-grad, Divorced, United-States, Black, 40<..<80, ****, Own-child, Female, <=50K
1925136255,  Private, 10th, Separated, United-States, White, 0<..<40, 2****, Unmarried, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
201598452,  Private, 12th, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, >50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 8****, Own-child, Female, <=50K
-1312157872,  Federal-gov, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
1110350192,  Private, Some-college, Widowed, Outlying-US(Guam-USVI-etc), White, 40<..<80, 4****, Unmarried, Female, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 5****, Own-child, Male, <=50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 2****, Not-in-family, Female, <=50K
163118814,  Local-gov, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 40<..<80, 3****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-772559744,  Self-emp-inc, HS-grad, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Male, <=50K
-1801388453,  Private, Some-college, Married-civ-spouse, United-States, Asian-Pac-Islander, 0<..<40, 1****, Husband, Male, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 9****, Own-child, Female, <=50K
489063360,  Private, HS-grad, Married-civ-spouse, Italy, White, 0<..<40, 9****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 3****, Husband, Male, >50K
1637540348,  Self-emp-not-inc, Assoc-voc, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 4****, Own-child, Female, <=50K
1318539413,  Private, 9th, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Wife, Female, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-987578313,  Private, Bachelors, Never-married, United-States, Black, 40<..<80, 3****, Unmarried, Female, <=50K
-403795108,  State-gov, Some-college, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 40<..<80, 7****, Not-in-family, Male, >50K
-1222531251,  Private, HS-grad, Separated, United-States, White, 0<..<40, 5****, Not-in-family, Male, <=50K
1439274855,  Self-emp-inc, Some-college, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Male, <=50K
-874124618,  Private, Assoc-voc, Separated, United-States, White, 40<..<80, 2****, Unmarried, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 7****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, >50K
-1871135204,  Private, 7th-8th, Never-married, United-States, White, 40<..<80, 8****, Not-in-family, Female, >50K
-1242091055,  Local-gov, HS-grad, Divorced, United-States, White, 40<..<80, ****, Unmarried, Female, <=50K
-69996130,  Private, Some-college, Divorced, United-States, Black, 0<..<40, 2****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Wife, Female, >50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
392088152,  Local-gov, Assoc-voc, Never-married, United-States, White, 0<..<40, 4****, Own-child, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
217490037,  State-gov, Doctorate, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, >50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, >50K
1023780591,  Self-emp-not-inc, 7th-8th, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
1865169481,  Self-emp-not-inc, Prof-school, Divorced, United-States, White, 40<..<80, 2****, Not-in-family, Female, >50K
